,Unnamed: 0,Class,FL_B,FL_A,VS,FL_B_3,FL_A_3,FL_B_12,FL_A_12,Container Type,Recyclable fraction,FL_C,FL_C_3,FL_C_12
3562,3562,0,97.4,56.6,7.0,50.0,38.9,34.0,26.1,10,2,-40.8,-11.1,-7.899999999999999
3563,3563,1,84.0,51.9,8.0,31.5,23.7,61.2,32.0,3,2,-32.1,-7.800000000000001,-29.200000000000003
3564,3564,0,87.7,43.8,7.0,30.4,26.7,76.7,67.8,13,1,-43.900000000000006,-3.6999999999999993,-8.900000000000006
3565,3565,0,60.6,26.7,7.0,31.8,22.1,71.8,33.7,13,2,-33.900000000000006,-9.7,-38.1
3566,3566,1,72.8,32.0,9.0,67.2,57.9,75.8,60.3,6,2,-40.8,-9.300000000000004,-15.5
3567,3567,1,31.2,27.6,3.0,84.7,57.5,76.2,40.5,10,2,-3.599999999999998,-27.200000000000003,-35.7
3568,3568,0,96.5,65.6,6.0,58.9,30.7,62.7,27.8,13,0,-30.90000000000001,-28.2,-34.900000000000006
3569,3569,0,66.5,23.5,7.0,72.1,45.2,93.3,65.3,9,2,-43.0,-26.89999999999999,-28.0
3570,3570,1,30.2,20.8,3.0,82.4,41.8,83.7,55.3,11,2,-9.4,-40.60000000000001,-28.40000000000001
3571,3571,0,73.3,35.6,7.0,67.9,36.7,50.1,37.7,13,1,-37.7,-31.200000000000003,-12.4
3572,3572,0,66.7,24.9,9.0,96.3,57.0,51.9,35.7,12,0,-41.8,-39.3,-16.199999999999996
3573,3573,1,63.6,29.5,6.0,31.2,27.2,35.4,24.8,11,2,-34.1,-4.0,-10.599999999999998
3574,3574,0,78.3,41.8,6.0,55.0,37.7,60.0,55.3,7,2,-36.5,-17.299999999999997,-4.700000000000003
3575,3575,1,99.3,59.6,7.0,61.3,36.6,91.4,62.4,9,2,-39.7,-24.7,-29.000000000000007
3576,3576,0,61.8,33.5,6.0,31.0,24.0,84.1,40.2,8,1,-28.3,-7.0,-43.89999999999999
3577,3577,1,30.8,26.7,4.0,67.5,27.6,30.9,21.0,5,1,-4.100000000000001,-39.9,-9.9
3578,3578,1,64.5,53.4,3.0,90.9,57.6,88.3,42.2,13,2,-11.1,-33.300000000000004,-46.1
3579,3579,1,33.7,25.1,2.0,61.2,50.3,58.2,34.3,13,0,-8.600000000000001,-10.900000000000006,-23.90000000000001
3580,3580,1,51.1,34.2,1.0,78.7,65.5,92.8,53.1,4,2,-16.9,-13.200000000000005,-39.7
3581,3581,1,76.5,62.4,3.0,79.3,64.4,94.2,50.9,8,2,-14.1,-14.899999999999991,-43.3
3582,3582,1,73.2,64.5,2.0,35.4,24.1,93.8,58.3,3,0,-8.700000000000003,-11.299999999999995,-35.5
3583,3583,0,74.9,48.5,9.0,68.1,39.8,79.2,42.5,1,1,-26.40000000000001,-28.3,-36.7
3584,3584,1,52.0,31.6,1.0,62.2,22.9,78.9,62.3,6,2,-20.4,-39.3,-16.60000000000001
3585,3585,1,72.3,61.9,5.0,93.2,50.4,55.4,36.2,13,1,-10.4,-42.8,-19.2
3586,3586,1,71.4,65.8,3.0,92.6,51.4,64.4,54.2,3,1,-5.6000000000000085,-41.2,-10.200000000000005
3587,3587,0,98.9,69.3,8.0,53.1,34.1,52.6,31.2,6,0,-29.60000000000001,-19.0,-21.4
3588,3588,0,60.1,39.6,7.0,62.0,29.0,93.9,57.3,5,0,-20.5,-33.0,-36.60000000000001
3589,3589,1,60.0,32.6,4.0,64.3,27.4,86.0,43.2,12,1,-27.4,-36.9,-42.8
3590,3590,1,73.6,64.0,3.0,57.8,35.7,54.5,30.4,5,1,-9.599999999999994,-22.099999999999994,-24.1
3591,3591,1,53.3,31.2,5.0,54.0,37.1,30.3,28.3,6,2,-22.1,-16.9,-2.0
3592,3592,0,90.5,65.0,6.0,60.1,24.6,95.1,57.5,1,0,-25.5,-35.5,-37.6
3593,3593,0,87.6,56.2,6.0,71.2,62.2,79.6,68.1,4,0,-31.39999999999999,-9.0,-11.5
3594,3594,0,95.3,51.1,9.0,88.9,52.0,36.9,20.6,11,0,-44.2,-36.900000000000006,-16.299999999999997
3595,3595,1,33.9,25.5,1.0,71.6,35.6,72.3,30.3,2,0,-8.399999999999999,-35.99999999999999,-42.0
3596,3596,1,51.6,34.9,1.0,50.6,31.0,95.0,56.2,1,0,-16.700000000000003,-19.6,-38.8
3597,3597,0,81.6,44.4,6.0,97.9,65.2,89.6,44.5,9,1,-37.2,-32.7,-45.1
3598,3598,1,34.1,21.1,3.0,34.1,25.7,65.0,20.8,3,1,-13.0,-8.400000000000002,-44.2
3599,3599,1,39.9,23.7,4.0,73.3,63.9,64.4,24.0,2,0,-16.2,-9.4,-40.400000000000006
3600,3600,0,70.0,44.0,6.0,81.8,41.3,51.7,31.1,7,1,-26.0,-40.5,-20.6
3601,3601,1,74.6,61.3,2.0,75.7,62.2,64.5,50.6,7,1,-13.299999999999995,-13.5,-13.9
3602,3602,1,67.8,53.9,5.0,61.6,25.6,61.4,56.4,3,0,-13.9,-36.0,-5.0
3603,3603,0,84.8,59.4,9.0,74.4,30.7,87.5,41.9,0,2,-25.4,-43.7,-45.6
3604,3604,1,68.3,55.5,2.0,99.5,51.3,76.8,41.8,3,0,-12.799999999999995,-48.2,-35.0
3605,3605,0,77.4,44.9,6.0,67.9,55.5,88.8,42.7,1,2,-32.50000000000001,-12.400000000000006,-46.1
3606,3606,0,92.8,58.3,8.0,67.5,58.4,74.8,43.2,9,0,-34.5,-9.1,-31.599999999999994
3607,3607,0,66.3,37.4,6.0,79.9,63.8,70.0,32.4,12,0,-28.9,-16.10000000000001,-37.6
3608,3608,0,75.5,33.6,6.0,37.8,26.6,32.7,21.6,2,2,-41.9,-11.199999999999996,-11.1
3609,3609,1,53.9,30.2,3.0,62.9,32.2,76.6,60.4,13,0,-23.7,-30.7,-16.199999999999996
3610,3610,0,81.3,52.6,6.0,93.7,58.6,63.7,58.9,3,2,-28.7,-35.1,-4.800000000000004
3611,3611,1,71.9,65.6,5.0,61.6,52.8,84.2,45.0,13,0,-6.300000000000011,-8.800000000000004,-39.2
3612,3612,0,92.9,53.8,6.0,97.7,54.9,98.4,57.4,12,1,-39.10000000000001,-42.8,-41.00000000000001
3613,3613,0,67.3,33.2,8.0,72.8,47.7,73.5,39.2,3,1,-34.099999999999994,-25.099999999999994,-34.3
3614,3614,0,75.2,32.5,7.0,77.4,63.8,55.3,36.1,13,1,-42.7,-13.600000000000009,-19.2
3615,3615,1,56.1,38.7,1.0,70.7,49.7,69.1,52.5,0,2,-17.4,-21.0,-16.599999999999994
3616,3616,1,34.6,21.0,3.0,54.4,36.9,61.3,30.3,2,2,-13.6,-17.5,-31.0
3617,3617,0,94.6,68.6,9.0,81.3,50.1,39.9,25.5,8,1,-26.0,-31.2,-14.4
3618,3618,1,92.7,55.1,9.0,63.9,50.2,71.8,61.0,9,2,-37.6,-13.699999999999996,-10.799999999999995
3619,3619,0,91.9,54.8,8.0,64.3,23.0,71.0,62.7,2,0,-37.10000000000001,-41.3,-8.299999999999997
3620,3620,1,65.3,22.6,7.0,75.1,61.2,62.8,28.4,1,0,-42.7,-13.899999999999991,-34.4
3621,3621,0,62.3,39.4,8.0,84.1,45.0,65.2,34.8,2,0,-22.9,-39.1,-30.40000000000001
3622,3622,0,70.9,35.3,7.0,73.9,68.8,62.3,56.1,2,1,-35.60000000000001,-5.1000000000000085,-6.199999999999996
3623,3623,1,74.7,65.7,1.0,68.9,34.5,84.1,47.7,8,0,-9.0,-34.400000000000006,-36.39999999999999
3624,3624,0,74.1,30.6,7.0,80.0,59.1,82.0,48.0,13,2,-43.49999999999999,-20.9,-34.0
3625,3625,1,75.0,64.9,5.0,66.4,56.4,82.4,60.0,10,1,-10.099999999999994,-10.000000000000009,-22.40000000000001
3626,3626,0,92.4,51.0,6.0,58.7,35.0,79.2,61.7,0,2,-41.400000000000006,-23.700000000000003,-17.5
3627,3627,1,64.2,52.4,1.0,80.8,46.3,81.7,40.5,13,0,-11.800000000000004,-34.5,-41.2
3628,3628,0,78.6,32.2,7.0,90.8,52.9,64.2,34.3,9,1,-46.39999999999999,-37.9,-29.90000000000001
3629,3629,0,61.7,27.9,7.0,71.0,34.4,32.5,24.0,12,2,-33.800000000000004,-36.6,-8.5
3630,3630,1,59.1,30.3,4.0,73.5,62.7,78.4,66.2,4,2,-28.8,-10.799999999999995,-12.200000000000005
3631,3631,1,65.9,56.3,3.0,69.4,53.1,83.3,42.9,3,1,-9.600000000000009,-16.300000000000004,-40.4
3632,3632,0,79.7,48.1,6.0,93.9,50.1,90.0,41.1,3,2,-31.6,-43.8,-48.9
3633,3633,1,68.9,53.7,1.0,93.7,50.9,74.5,46.0,0,1,-15.200000000000005,-42.8,-28.5
3634,3634,0,86.8,56.3,7.0,70.1,65.6,65.7,51.4,2,0,-30.5,-4.5,-14.300000000000004
3635,3635,1,64.2,50.0,2.0,69.6,54.3,93.5,52.8,6,0,-14.200000000000005,-15.299999999999995,-40.7
3636,3636,0,73.6,34.0,6.0,72.2,64.1,35.3,21.1,10,1,-39.6,-8.100000000000009,-14.199999999999996
3637,3637,0,72.0,37.2,6.0,80.3,40.8,97.0,68.6,7,1,-34.8,-39.5,-28.40000000000001
3638,3638,1,69.6,52.4,1.0,64.1,51.4,95.9,52.2,11,0,-17.199999999999996,-12.699999999999996,-43.7
3639,3639,1,33.7,26.4,3.0,52.2,30.6,66.0,50.4,2,1,-7.300000000000004,-21.6,-15.6
3640,3640,0,85.2,42.6,6.0,81.7,54.8,36.4,26.4,5,0,-42.6,-26.90000000000001,-10.0
3641,3641,0,74.8,32.7,9.0,72.1,34.6,77.1,37.2,2,0,-42.1,-37.49999999999999,-39.89999999999999
3642,3642,1,55.2,35.1,1.0,71.0,30.2,60.3,51.1,0,2,-20.1,-40.8,-9.199999999999996
3643,3643,0,93.1,67.2,9.0,79.7,62.1,70.0,56.6,4,1,-25.89999999999999,-17.6,-13.4
3644,3644,0,76.1,42.5,8.0,33.9,26.2,73.9,40.4,13,1,-33.599999999999994,-7.699999999999999,-33.50000000000001
3645,3645,1,55.1,36.1,1.0,66.1,21.4,36.9,26.0,6,0,-19.0,-44.7,-10.9
3646,3646,1,56.7,33.2,2.0,79.0,33.1,63.4,57.5,7,1,-23.5,-45.9,-5.899999999999999
3647,3647,1,58.2,30.4,4.0,52.5,30.0,89.5,55.2,13,1,-27.800000000000004,-22.5,-34.3
3648,3648,1,79.1,68.5,3.0,75.4,43.0,90.5,51.2,6,2,-10.599999999999994,-32.400000000000006,-39.3
3649,3649,0,99.9,66.9,9.0,81.0,42.2,72.2,41.7,10,0,-33.0,-38.8,-30.5
3650,3650,1,38.4,21.0,2.0,75.6,34.8,79.9,47.6,7,1,-17.4,-40.8,-32.300000000000004
3651,3651,1,31.5,23.7,3.0,68.6,26.8,91.8,62.5,6,0,-7.800000000000001,-41.8,-29.3
3652,3652,0,85.5,42.6,6.0,51.9,35.1,74.5,42.9,8,2,-42.9,-16.799999999999997,-31.6
3653,3653,1,35.6,22.2,5.0,86.3,42.0,61.0,39.2,9,2,-13.400000000000002,-44.3,-21.8
3654,3654,0,95.4,57.2,7.0,33.2,26.9,94.6,66.8,5,0,-38.2,-6.300000000000004,-27.8
3655,3655,0,75.8,41.5,6.0,88.6,51.7,65.4,50.7,11,0,-34.3,-36.89999999999999,-14.700000000000005
3656,3656,1,50.7,35.3,3.0,34.7,25.4,73.0,62.1,3,1,-15.400000000000006,-9.300000000000004,-10.9
3657,3657,0,60.2,28.2,6.0,73.3,36.6,65.4,37.0,10,2,-32.0,-36.7,-28.40000000000001
3658,3658,1,60.2,53.3,5.0,84.3,42.0,56.2,38.4,1,1,-6.900000000000006,-42.3,-17.800000000000004
3659,3659,1,30.6,28.2,2.0,30.5,23.4,63.3,38.2,6,1,-2.400000000000002,-7.100000000000001,-25.099999999999994
3660,3660,1,77.1,60.9,3.0,40.0,25.8,67.0,56.9,5,1,-16.199999999999996,-14.2,-10.1
3661,3661,1,73.3,61.0,4.0,34.0,22.9,92.9,61.3,1,1,-12.299999999999995,-11.1,-31.60000000000001
3662,3662,0,83.6,42.2,7.0,79.5,46.8,80.0,42.5,8,0,-41.39999999999999,-32.7,-37.5
3663,3663,1,79.2,63.7,2.0,65.7,38.1,62.0,54.5,1,1,-15.5,-27.6,-7.5
3664,3664,1,70.0,62.7,5.0,64.7,30.1,57.9,35.4,8,1,-7.299999999999997,-34.6,-22.5
3665,3665,0,69.8,20.0,6.0,82.9,41.1,50.0,30.9,4,2,-49.8,-41.8,-19.1
3666,3666,1,37.7,26.6,3.0,79.4,68.5,70.4,68.7,4,0,-11.1,-10.900000000000006,-1.7000000000000028
3667,3667,0,97.6,51.3,6.0,74.6,61.3,62.9,33.6,9,0,-46.3,-13.299999999999995,-29.3
3668,3668,0,60.2,32.9,6.0,75.4,30.0,78.6,34.3,5,2,-27.300000000000004,-45.400000000000006,-44.3
3669,3669,1,37.4,22.0,2.0,66.5,55.9,93.8,50.3,0,2,-15.4,-10.6,-43.5
3670,3670,0,95.2,53.0,9.0,61.9,22.4,78.5,35.8,3,0,-42.2,-39.5,-42.7
3671,3671,0,74.7,30.8,8.0,63.1,52.5,83.2,50.9,7,2,-43.900000000000006,-10.6,-32.300000000000004
3672,3672,1,74.7,60.5,3.0,68.0,36.3,65.8,52.2,11,2,-14.200000000000005,-31.700000000000003,-13.599999999999994
3673,3673,0,92.6,50.4,9.0,60.8,51.7,85.4,42.8,8,0,-42.2,-9.099999999999994,-42.60000000000001
3674,3674,0,84.4,54.0,6.0,73.6,32.5,71.3,62.5,8,1,-30.40000000000001,-41.1,-8.799999999999997
3675,3675,1,68.7,56.8,5.0,70.9,68.7,62.0,24.7,7,1,-11.900000000000006,-2.200000000000003,-37.3
3676,3676,1,51.1,35.8,3.0,75.3,48.4,76.6,35.3,13,2,-15.300000000000004,-26.9,-41.3
3677,3677,0,71.9,31.4,9.0,76.9,67.8,53.4,35.0,7,2,-40.50000000000001,-9.100000000000009,-18.4
3678,3678,0,81.2,41.8,7.0,72.7,30.4,67.6,23.8,0,0,-39.400000000000006,-42.3,-43.8
3679,3679,1,68.0,56.5,1.0,82.1,41.4,65.9,29.5,3,2,-11.5,-40.7,-36.400000000000006
3680,3680,1,72.6,65.1,5.0,95.6,61.7,91.0,69.4,12,0,-7.5,-33.89999999999999,-21.599999999999994
3681,3681,1,31.6,28.5,5.0,94.6,53.4,67.3,30.9,11,2,-3.1000000000000014,-41.2,-36.4
3682,3682,1,78.9,61.1,4.0,63.6,23.9,31.0,25.1,4,0,-17.800000000000004,-39.7,-5.899999999999999
3683,3683,0,82.3,43.1,8.0,81.4,56.1,77.2,64.8,8,0,-39.2,-25.300000000000004,-12.400000000000006
3684,3684,0,61.0,21.6,9.0,72.7,42.7,62.6,50.9,5,1,-39.4,-30.0,-11.700000000000005
3685,3685,0,82.5,40.7,8.0,64.4,38.8,57.1,31.5,12,2,-41.8,-25.60000000000001,-25.6
3686,3686,1,68.0,56.2,3.0,55.7,37.6,54.9,37.9,0,0,-11.799999999999995,-18.1,-17.0
3687,3687,1,75.4,61.9,3.0,60.4,51.5,75.2,33.5,12,2,-13.500000000000009,-8.899999999999999,-41.7
3688,3688,1,77.8,66.1,5.0,62.4,55.7,53.1,30.2,8,0,-11.700000000000005,-6.699999999999996,-22.9
3689,3689,0,81.7,55.1,8.0,60.2,51.0,64.7,54.0,0,2,-26.6,-9.200000000000005,-10.700000000000005
3690,3690,0,62.2,25.9,8.0,63.7,37.7,87.1,43.2,8,2,-36.3,-26.0,-43.89999999999999
3691,3691,0,93.0,66.4,8.0,97.4,56.4,31.2,24.1,2,2,-26.599999999999994,-41.00000000000001,-7.099999999999998
3692,3692,0,97.5,50.5,6.0,86.4,42.9,60.8,58.4,12,1,-47.0,-43.50000000000001,-2.3999999999999986
3693,3693,0,66.4,36.0,6.0,64.7,38.5,70.8,64.1,7,1,-30.40000000000001,-26.200000000000003,-6.700000000000003
3694,3694,0,97.2,52.5,8.0,37.7,27.8,63.6,26.1,7,1,-44.7,-9.900000000000002,-37.5
3695,3695,1,69.4,53.0,3.0,95.0,62.9,64.7,29.2,3,1,-16.400000000000006,-32.1,-35.5
3696,3696,0,89.1,51.1,7.0,60.6,38.3,81.8,43.0,9,2,-37.99999999999999,-22.300000000000004,-38.8
3697,3697,1,35.3,28.7,5.0,72.1,60.2,83.2,44.0,13,1,-6.599999999999998,-11.899999999999991,-39.2
3698,3698,0,78.7,38.4,7.0,73.0,67.0,37.5,23.1,3,2,-40.3,-6.0,-14.4
3699,3699,0,77.6,42.4,6.0,87.6,52.3,37.8,28.3,11,1,-35.2,-35.3,-9.499999999999996
3700,3700,1,71.5,63.2,4.0,72.1,30.5,63.5,23.5,8,1,-8.299999999999997,-41.6,-40.0
3701,3701,1,61.0,50.5,2.0,77.1,68.4,77.9,44.2,8,1,-10.5,-8.699999999999989,-33.7
3702,3702,1,37.6,25.4,5.0,64.2,21.9,77.6,34.6,5,2,-12.200000000000005,-42.3,-42.99999999999999
3703,3703,0,95.6,60.8,9.0,83.7,44.2,69.7,52.3,4,0,-34.8,-39.5,-17.400000000000006
3704,3704,1,88.7,42.2,7.0,69.4,23.7,39.4,20.2,8,1,-46.5,-45.7,-19.2
3705,3705,0,70.4,38.0,8.0,64.0,51.2,70.9,66.3,6,1,-32.400000000000006,-12.799999999999995,-4.6000000000000085
3706,3706,0,66.2,22.3,6.0,77.2,47.4,80.0,66.1,7,2,-43.900000000000006,-29.800000000000004,-13.900000000000006
3707,3707,0,66.9,27.6,6.0,51.6,32.6,70.8,64.2,7,0,-39.3,-19.0,-6.599999999999994
3708,3708,1,31.3,28.0,4.0,76.5,32.9,33.1,22.7,2,2,-3.3000000000000007,-43.6,-10.400000000000002
3709,3709,0,89.2,49.1,8.0,71.3,64.1,65.6,25.9,3,1,-40.1,-7.200000000000003,-39.7
3710,3710,0,72.0,39.4,9.0,75.8,65.7,60.3,50.0,11,0,-32.6,-10.099999999999994,-10.299999999999995
3711,3711,0,69.8,21.3,8.0,57.8,38.7,52.1,33.6,8,1,-48.5,-19.099999999999994,-18.5
3712,3712,1,68.2,54.2,1.0,52.0,38.6,32.0,20.3,0,0,-14.0,-13.4,-11.7
3713,3713,1,31.8,27.9,2.0,60.2,39.1,74.0,43.6,12,2,-3.900000000000002,-21.1,-30.4
3714,3714,0,86.4,46.8,7.0,38.3,26.1,80.8,51.2,10,0,-39.60000000000001,-12.199999999999996,-29.599999999999994
3715,3715,1,64.9,20.7,9.0,60.7,55.2,62.9,23.6,6,2,-44.2,-5.5,-39.3
3716,3716,0,68.6,21.2,6.0,61.7,53.3,55.8,37.2,4,1,-47.39999999999999,-8.400000000000006,-18.599999999999994
3717,3717,1,68.6,31.3,9.0,87.2,52.7,52.3,30.0,8,1,-37.3,-34.5,-22.3
3718,3718,1,50.8,32.8,5.0,74.8,46.4,78.4,35.4,1,1,-18.0,-28.4,-43.00000000000001
3719,3719,1,60.6,57.4,2.0,63.6,33.4,91.0,55.7,5,1,-3.200000000000003,-30.200000000000003,-35.3
3720,3720,0,99.7,51.7,7.0,33.9,23.8,64.5,56.2,0,0,-48.0,-10.099999999999998,-8.299999999999997
3721,3721,1,78.4,61.4,4.0,51.1,31.7,80.0,46.8,2,2,-17.000000000000007,-19.4,-33.2
3722,3722,0,69.5,35.5,6.0,73.9,39.5,33.3,28.1,9,2,-34.0,-34.400000000000006,-5.199999999999996
3723,3723,1,35.4,27.5,2.0,80.4,56.4,79.7,60.8,5,0,-7.899999999999999,-24.000000000000007,-18.90000000000001
3724,3724,1,62.4,58.7,1.0,91.3,51.8,85.0,48.9,1,2,-3.699999999999996,-39.5,-36.1
3725,3725,0,61.7,29.6,6.0,83.6,52.6,61.0,20.4,13,2,-32.1,-30.999999999999996,-40.6
3726,3726,0,62.9,36.9,6.0,60.8,22.6,75.0,60.0,12,1,-26.0,-38.2,-15.0
3727,3727,1,77.5,67.8,5.0,93.1,58.4,60.0,22.1,5,1,-9.700000000000005,-34.7,-37.9
3728,3728,1,66.6,50.3,2.0,33.0,20.0,60.0,32.5,3,1,-16.299999999999997,-13.0,-27.5
3729,3729,1,33.0,26.3,5.0,74.4,64.7,62.5,50.2,6,0,-6.699999999999999,-9.700000000000005,-12.299999999999995
3730,3730,1,77.2,66.1,5.0,97.6,58.3,69.2,23.2,8,2,-11.100000000000009,-39.3,-46.0
3731,3731,1,37.0,25.3,1.0,62.4,55.3,53.3,37.4,8,1,-11.7,-7.100000000000001,-15.9
3732,3732,1,52.7,34.8,3.0,73.7,60.8,35.8,24.5,8,0,-17.900000000000006,-12.900000000000006,-11.299999999999995
3733,3733,0,61.0,38.0,9.0,51.4,37.3,80.6,49.8,8,1,-23.0,-14.1,-30.8
3734,3734,0,63.9,28.1,6.0,88.4,43.5,94.1,56.5,11,2,-35.8,-44.900000000000006,-37.6
3735,3735,1,73.1,61.9,1.0,99.2,52.8,50.2,30.6,4,1,-11.199999999999996,-46.400000000000006,-19.6
3736,3736,1,54.9,31.5,5.0,79.6,32.2,81.3,45.2,9,0,-23.4,-47.39999999999999,-36.1
3737,3737,1,37.1,26.5,4.0,37.4,21.5,79.6,30.8,9,1,-10.6,-15.9,-48.8
3738,3738,1,70.4,67.0,3.0,66.7,57.5,86.8,41.9,2,1,-3.4000000000000057,-9.200000000000005,-44.9
3739,3739,1,50.2,34.6,2.0,98.3,65.5,90.1,63.0,12,0,-15.6,-32.8,-27.099999999999994
3740,3740,1,70.1,63.9,5.0,65.9,57.6,94.6,63.8,13,0,-6.199999999999996,-8.300000000000004,-30.8
3741,3741,0,80.6,44.9,6.0,64.9,39.9,74.0,33.2,4,1,-35.7,-25.000000000000007,-40.8
3742,3742,0,92.8,51.6,6.0,70.1,60.4,65.3,58.8,13,2,-41.2,-9.699999999999996,-6.5
3743,3743,0,60.8,32.1,8.0,79.4,45.6,77.6,65.0,13,2,-28.7,-33.800000000000004,-12.599999999999994
3744,3744,0,99.0,53.7,6.0,61.3,21.8,59.7,36.3,2,2,-45.3,-39.5,-23.40000000000001
3745,3745,1,32.7,23.2,2.0,62.8,22.7,66.8,24.9,9,2,-9.500000000000004,-40.1,-41.9
3746,3746,1,34.4,25.0,5.0,67.1,30.2,97.9,56.1,10,2,-9.4,-36.89999999999999,-41.8
3747,3747,0,73.0,33.5,9.0,71.6,31.8,54.2,32.5,5,2,-39.5,-39.8,-21.700000000000003
3748,3748,0,60.0,20.5,9.0,69.5,56.7,99.6,51.4,10,2,-39.5,-12.799999999999995,-48.2
3749,3749,0,73.8,36.1,7.0,72.2,43.1,88.0,40.0,3,0,-37.7,-29.1,-48.0
3750,3750,1,76.2,62.2,4.0,88.8,53.1,97.2,56.6,13,0,-14.0,-35.7,-40.6
3751,3751,1,60.0,53.5,4.0,62.8,29.9,65.7,22.5,1,2,-6.5,-32.9,-43.2
3752,3752,0,63.1,38.5,6.0,96.8,63.2,53.3,36.3,2,1,-24.6,-33.599999999999994,-17.0
3753,3753,0,89.9,43.5,7.0,63.5,38.2,90.3,62.0,10,1,-46.400000000000006,-25.3,-28.3
3754,3754,0,87.8,47.1,8.0,65.2,51.9,78.1,38.8,7,1,-40.7,-13.300000000000004,-39.3
3755,3755,1,70.4,63.6,5.0,68.1,20.6,62.3,24.1,10,0,-6.800000000000004,-47.49999999999999,-38.2
3756,3756,1,63.3,52.1,4.0,52.4,33.1,93.0,57.8,2,0,-11.199999999999996,-19.3,-35.2
3757,3757,1,31.7,22.8,4.0,73.5,67.4,98.7,53.7,7,0,-8.899999999999999,-6.099999999999994,-45.0
3758,3758,1,67.3,57.5,5.0,52.5,34.2,82.2,43.9,9,1,-9.799999999999995,-18.3,-38.3
3759,3759,1,51.1,37.8,3.0,63.0,20.7,32.3,22.4,5,0,-13.300000000000004,-42.3,-9.9
3760,3760,0,86.4,41.0,9.0,82.8,50.9,71.0,38.7,7,2,-45.400000000000006,-31.9,-32.3
3761,3761,0,78.1,43.4,9.0,64.3,28.7,67.4,20.1,3,0,-34.7,-35.599999999999994,-47.3
3762,3762,0,83.8,58.7,9.0,30.0,26.3,31.2,20.7,5,0,-25.099999999999994,-3.6999999999999993,-10.5
3763,3763,0,65.7,30.5,8.0,51.7,32.8,63.9,21.7,12,0,-35.2,-18.90000000000001,-42.2
3764,3764,1,67.4,54.3,5.0,90.8,54.5,34.6,20.7,9,0,-13.100000000000009,-36.3,-13.900000000000002
3765,3765,0,89.8,49.4,9.0,72.2,45.8,32.2,22.1,5,0,-40.4,-26.40000000000001,-10.1
3766,3766,0,73.1,35.1,6.0,73.4,60.5,35.5,22.8,5,0,-37.99999999999999,-12.900000000000006,-12.7
3767,3767,1,56.6,31.3,1.0,91.9,50.2,30.0,22.6,2,1,-25.3,-41.7,-7.399999999999999
3768,3768,1,34.2,25.4,4.0,63.2,53.9,70.0,34.9,6,1,-8.800000000000004,-9.300000000000004,-35.1
3769,3769,0,93.3,50.8,9.0,39.0,22.8,61.1,21.9,11,0,-42.5,-16.2,-39.2
3770,3770,0,99.2,57.1,6.0,63.5,55.0,40.0,23.9,11,1,-42.1,-8.5,-16.1
3771,3771,1,33.1,20.4,4.0,78.8,63.1,68.6,53.3,3,2,-12.700000000000005,-15.699999999999996,-15.299999999999995
3772,3772,1,75.0,63.4,1.0,67.0,23.7,64.9,33.0,13,2,-11.6,-43.3,-31.90000000000001
3773,3773,1,53.3,30.5,5.0,69.7,54.8,72.7,62.2,2,1,-22.8,-14.900000000000006,-10.5
3774,3774,1,60.5,53.6,4.0,34.8,26.0,66.1,54.1,3,2,-6.899999999999999,-8.799999999999997,-11.999999999999991
3775,3775,0,96.0,53.5,9.0,69.5,54.8,33.9,22.8,7,1,-42.5,-14.700000000000005,-11.099999999999998
3776,3776,0,81.6,43.9,7.0,98.3,69.0,65.4,57.8,13,0,-37.7,-29.3,-7.600000000000008
3777,3777,0,92.2,63.6,8.0,82.9,42.5,71.2,63.0,11,2,-28.6,-40.400000000000006,-8.200000000000003
3778,3778,0,94.7,58.8,8.0,53.1,31.6,56.4,35.8,9,1,-35.900000000000006,-21.5,-20.6
3779,3779,0,68.2,32.3,9.0,88.7,44.4,95.6,58.4,13,1,-35.900000000000006,-44.3,-37.2
3780,3780,0,87.2,42.7,6.0,81.0,50.2,81.1,58.0,0,2,-44.5,-30.8,-23.099999999999994
3781,3781,0,77.8,31.2,9.0,84.4,50.6,76.6,30.2,9,0,-46.6,-33.800000000000004,-46.39999999999999
3782,3782,1,56.9,33.2,2.0,99.7,53.3,63.1,31.4,1,1,-23.7,-46.400000000000006,-31.700000000000003
3783,3783,0,68.9,27.1,7.0,77.1,44.2,31.4,22.6,3,0,-41.8,-32.89999999999999,-8.799999999999997
3784,3784,1,71.1,64.6,5.0,63.4,31.5,33.1,21.2,5,0,-6.5,-31.9,-11.900000000000002
3785,3785,1,33.4,28.8,1.0,53.3,30.4,60.0,36.6,3,2,-4.599999999999998,-22.9,-23.4
3786,3786,1,54.1,31.0,1.0,58.5,36.1,36.1,23.3,6,2,-23.1,-22.4,-12.8
3787,3787,0,61.4,34.6,8.0,71.9,36.7,64.2,54.3,4,0,-26.8,-35.2,-9.900000000000006
3788,3788,1,67.1,55.4,5.0,32.1,22.5,63.5,20.7,4,0,-11.699999999999996,-9.6,-42.8
3789,3789,1,79.9,65.5,3.0,81.1,55.6,50.7,30.4,7,2,-14.400000000000006,-25.499999999999996,-20.300000000000004
3790,3790,0,96.8,52.4,7.0,34.5,27.9,53.9,38.6,8,1,-44.4,-6.600000000000001,-15.299999999999995
3791,3791,0,69.9,35.7,8.0,53.5,32.1,56.1,33.3,4,2,-34.2,-21.4,-22.800000000000004
